ref_area,indicator,source,time,obs_value,obs_status
GNQ,LAP_2GDP_NOC_RT,XA:2083,2017,43.519,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2016,43.807,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2015,43.883,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2014,43.244,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2013,43.62,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2012,42.755,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2011,42.912,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2010,44.044,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2009,43.297,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2008,42.089,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2007,42.241,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2006,42.737,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2005,42.01,I
GNQ,LAP_2GDP_NOC_RT,XA:2083,2004,40.382,I
GRC,LAP_2GDP_NOC_RT,XA:1854,2020,59.565,
GRC,LAP_2GDP_NOC_RT,XA:1854,2019,55.861,
GRC,LAP_2GDP_NOC_RT,XA:1854,2018,56.353,
GRC,LAP_2GDP_NOC_RT,XA:1854,2017,54.293,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2016,54.289,
GRC,LAP_2GDP_NOC_RT,XA:1854,2015,52.949,
GRC,LAP_2GDP_NOC_RT,XA:1854,2014,55.924,
GRC,LAP_2GDP_NOC_RT,XA:1854,2013,56.047,
GRC,LAP_2GDP_NOC_RT,XA:1854,2012,58.772,
GRC,LAP_2GDP_NOC_RT,XA:1854,2011,59.704,
GRC,LAP_2GDP_NOC_RT,XA:1854,2010,58.043,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2009,57.526,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2008,54.952,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2007,54.04,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2006,54.294,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2005,55.479,M
GRC,LAP_2GDP_NOC_RT,XA:1854,2004,53.86,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2020,46.224,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2019,46.801,
GTM,LAP_2GDP_NOC_RT,XA:1956,2018,48.352,
GTM,LAP_2GDP_NOC_RT,XA:1956,2017,49.187,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2016,47.78,
GTM,LAP_2GDP_NOC_RT,XA:1956,2015,48.764,
GTM,LAP_2GDP_NOC_RT,XA:1956,2014,47.881,
GTM,LAP_2GDP_NOC_RT,XA:1956,2013,51.568,
GTM,LAP_2GDP_NOC_RT,XA:1956,2012,40.022,
GTM,LAP_2GDP_NOC_RT,XA:1956,2011,39.294,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2010,43.064,
GTM,LAP_2GDP_NOC_RT,XA:1956,2009,43.586,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2008,43.71,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2007,44.733,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2006,46.418,
GTM,LAP_2GDP_NOC_RT,XA:1956,2005,49.642,M
GTM,LAP_2GDP_NOC_RT,XA:1956,2004,53.083,
GUM,LAP_2GDP_NOC_RT,XA:1960,2020,53.224,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2019,51.095,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2018,52.057,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2017,51.589,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2016,51.799,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2015,51.611,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2014,51.326,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2013,51.352,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2012,51.217,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2011,51.815,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2010,51.166,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2009,51.694,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2008,51.217,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2007,51.594,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2006,52.866,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2005,50.714,I
GUM,LAP_2GDP_NOC_RT,XA:1960,2004,49.865,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2020,49.864,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2019,47.192,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2018,46.44,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2017,46.644,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2016,46.682,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2015,47.007,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2014,46.943,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2013,46.785,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2012,46.645,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2011,46.668,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2010,46.829,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2009,46.833,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2008,47.056,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2007,46.548,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2006,46.75,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2005,47.416,I
GUY,LAP_2GDP_NOC_RT,XA:1839,2004,47.094,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2020,56.013,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2019,54.073,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2018,52.897,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2017,54.097,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2016,54.826,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2015,54.037,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2014,54.891,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2013,55.4,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2012,56.08,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2011,55.216,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2010,55.08,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2009,55.528,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2008,52.769,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2007,53.227,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2006,53.83,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2005,54.247,I
HKG,LAP_2GDP_NOC_RT,XA:1964,2004,55.748,I
HND,LAP_2GDP_NOC_RT,XA:1893,2020,60.15,M
HND,LAP_2GDP_NOC_RT,XA:1893,2019,62.745,
HND,LAP_2GDP_NOC_RT,XA:1893,2018,61.999,
HND,LAP_2GDP_NOC_RT,XA:1893,2017,60.913,M
HND,LAP_2GDP_NOC_RT,XA:1893,2016,60.72,
HND,LAP_2GDP_NOC_RT,XA:1893,2015,62.475,
HND,LAP_2GDP_NOC_RT,XA:1893,2014,65.27,
HND,LAP_2GDP_NOC_RT,XA:1893,2013,70.169,
HND,LAP_2GDP_NOC_RT,XA:1893,2012,71.419,
HND,LAP_2GDP_NOC_RT,XA:1893,2011,71.27,
HND,LAP_2GDP_NOC_RT,XA:1893,2010,76.342,
HND,LAP_2GDP_NOC_RT,XA:1893,2009,73.907,
HND,LAP_2GDP_NOC_RT,XA:1893,2008,68.49,
HND,LAP_2GDP_NOC_RT,XA:1893,2007,68.305,
HND,LAP_2GDP_NOC_RT,XA:1893,2006,65.329,
HND,LAP_2GDP_NOC_RT,XA:1893,2005,68.295,
HND,LAP_2GDP_NOC_RT,XA:1893,2004,68.957,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2020,62.32,
HRV,LAP_2GDP_NOC_RT,XA:2115,2019,56.372,
HRV,LAP_2GDP_NOC_RT,XA:2115,2018,56.602,
HRV,LAP_2GDP_NOC_RT,XA:2115,2017,54.545,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2016,55.241,
HRV,LAP_2GDP_NOC_RT,XA:2115,2015,57.574,
HRV,LAP_2GDP_NOC_RT,XA:2115,2014,55.881,
HRV,LAP_2GDP_NOC_RT,XA:2115,2013,57.684,
HRV,LAP_2GDP_NOC_RT,XA:2115,2012,58.671,
HRV,LAP_2GDP_NOC_RT,XA:2115,2011,59.214,
HRV,LAP_2GDP_NOC_RT,XA:2115,2010,60.39,
HRV,LAP_2GDP_NOC_RT,XA:2115,2009,61.4,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2008,59.166,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2007,58.978,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2006,60.345,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2005,62.776,M
HRV,LAP_2GDP_NOC_RT,XA:2115,2004,62.667,M
HTI,LAP_2GDP_NOC_RT,XA:1858,2020,47.847,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2019,48.584,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2018,47.578,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2017,47.329,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2016,47.543,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2015,47.318,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2014,47.571,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2013,46.784,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2012,47.937,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2011,46.533,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2010,49.779,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2009,46.286,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2008,47.259,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2007,46.637,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2006,47.52,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2005,47.124,I
HTI,LAP_2GDP_NOC_RT,XA:1858,2004,48.448,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2020,48.152,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2019,49.141,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2018,49.237,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2017,49.309,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2016,49.207,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2015,48.075,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2014,49.448,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2013,50.234,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2012,51.445,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2011,50.499,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2010,50.931,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2009,53.067,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2008,53.579,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2007,54.746,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2006,56.42,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2005,57.12,I
HUN,LAP_2GDP_NOC_RT,XA:1972,2004,56.964,I
IDN,LAP_2GDP_NOC_RT,XA:1897,2020,58.315,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2019,58.447,
IDN,LAP_2GDP_NOC_RT,XA:1897,2018,59.488,
IDN,LAP_2GDP_NOC_RT,XA:1897,2017,60.556,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2016,61.222,
IDN,LAP_2GDP_NOC_RT,XA:1897,2015,61.228,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2014,61.54,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2013,61.31,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2012,61.275,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2011,61.689,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2010,62.193,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2009,63.682,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2008,63.075,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2007,61.885,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2006,62.658,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2005,62.281,M
IDN,LAP_2GDP_NOC_RT,XA:1897,2004,63.073,M
IND,LAP_2GDP_NOC_RT,XA:1976,2020,57.762,M
IND,LAP_2GDP_NOC_RT,XA:1976,2019,56.711,
IND,LAP_2GDP_NOC_RT,XA:1976,2018,55.698,
IND,LAP_2GDP_NOC_RT,XA:1976,2017,56.201,M
IND,LAP_2GDP_NOC_RT,XA:1976,2016,54.639,M
IND,LAP_2GDP_NOC_RT,XA:1976,2015,54.352,M
IND,LAP_2GDP_NOC_RT,XA:1976,2014,55.933,M
IND,LAP_2GDP_NOC_RT,XA:1976,2013,55.487,M
IND,LAP_2GDP_NOC_RT,XA:1976,2012,56.179,M
IND,LAP_2GDP_NOC_RT,XA:1976,2011,56.925,M
IND,LAP_2GDP_NOC_RT,XA:1976,2010,57.894,
IND,LAP_2GDP_NOC_RT,XA:1976,2009,60.744,M
IND,LAP_2GDP_NOC_RT,XA:1976,2008,59.875,M
IND,LAP_2GDP_NOC_RT,XA:1976,2007,55.062,M
IND,LAP_2GDP_NOC_RT,XA:1976,2006,55.894,M
IND,LAP_2GDP_NOC_RT,XA:1976,2005,58.899,M
IND,LAP_2GDP_NOC_RT,XA:1976,2004,60.895,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2020,32.742,
IRL,LAP_2GDP_NOC_RT,XA:1832,2019,34.035,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2018,35.035,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2017,36.491,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2016,37.799,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2015,36.577,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2014,46.727,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2013,48.973,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2012,49.33,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2011,50.063,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2010,52.425,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2009,55.625,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2008,54.973,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2007,50.64,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2006,49.276,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2005,49.113,M
IRL,LAP_2GDP_NOC_RT,XA:1832,2004,48.642,M
IRN,LAP_2GDP_NOC_RT,XA:1980,2020,39.805,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2019,38.744,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2018,39.053,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2017,41.169,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2016,40.796,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2015,42.5,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2014,38.149,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2013,37.237,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2012,38.452,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2011,36.916,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2010,35.048,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2009,35.933,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2008,33.059,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2007,31.911,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2006,35.81,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2005,35.928,I
IRN,LAP_2GDP_NOC_RT,XA:1980,2004,36.052,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2020,45.304,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2019,39.048,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2018,36.367,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2017,41.097,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2016,44.815,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2015,45.394,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2014,39.596,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2013,36.765,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2012,34.597,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2011,31.724,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2010,38.95,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2009,41.223,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2008,34.488,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2007,29.794,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2006,26.928,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2005,26.331,I
IRQ,LAP_2GDP_NOC_RT,XA:1901,2004,27.56,I
ISL,LAP_2GDP_NOC_RT,XA:1984,2020,66.282,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2019,62.39,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2018,61.981,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2017,61.505,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2016,60.527,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2015,61.28,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2014,63.358,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2013,63.186,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2012,62.265,
ISL,LAP_2GDP_NOC_RT,XA:1984,2011,60.337,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2010,56.991,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2009,54.826,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2008,63.225,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2007,71.197,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2006,70.863,M
ISL,LAP_2GDP_NOC_RT,XA:1984,2005,69.401,
ISL,LAP_2GDP_NOC_RT,XA:1984,2004,65.193,M
ISR,LAP_2GDP_NOC_RT,XA:1862,2020,52.503,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2019,52.577,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2018,52.979,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2017,52.337,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2016,51.291,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2015,50.552,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2014,50.025,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2013,50.024,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2012,50.68,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2011,50.837,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2010,50.738,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2009,50.856,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2008,52.818,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2007,52.331,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2006,52.287,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2005,51.669,I
ISR,LAP_2GDP_NOC_RT,XA:1862,2004,51.557,I
ITA,LAP_2GDP_NOC_RT,XA:1988,2020,56.461,
ITA,LAP_2GDP_NOC_RT,XA:1988,2019,59.093,
ITA,LAP_2GDP_NOC_RT,XA:1988,2018,61.403,
ITA,LAP_2GDP_NOC_RT,XA:1988,2017,61.437,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2016,59.997,
ITA,LAP_2GDP_NOC_RT,XA:1988,2015,57.922,
ITA,LAP_2GDP_NOC_RT,XA:1988,2014,57.302,
ITA,LAP_2GDP_NOC_RT,XA:1988,2013,57.846,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2012,57.751,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2011,57.688,
ITA,LAP_2GDP_NOC_RT,XA:1988,2010,58.492,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2009,58.835,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2008,57.542,
ITA,LAP_2GDP_NOC_RT,XA:1988,2007,56.95,
ITA,LAP_2GDP_NOC_RT,XA:1988,2006,57.341,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2005,57.309,M
ITA,LAP_2GDP_NOC_RT,XA:1988,2004,57.478,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2020,55.835,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2019,53.687,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2018,53.74,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2017,53.864,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2016,54.777,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2015,55.28,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2014,56.341,
JAM,LAP_2GDP_NOC_RT,XA:1905,2013,56.813,
JAM,LAP_2GDP_NOC_RT,XA:1905,2012,59.033,
JAM,LAP_2GDP_NOC_RT,XA:1905,2011,56.542,
JAM,LAP_2GDP_NOC_RT,XA:1905,2010,58.156,
JAM,LAP_2GDP_NOC_RT,XA:1905,2009,58.439,
JAM,LAP_2GDP_NOC_RT,XA:1905,2008,58.638,
JAM,LAP_2GDP_NOC_RT,XA:1905,2007,56.745,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2006,56.291,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2005,55.389,M
JAM,LAP_2GDP_NOC_RT,XA:1905,2004,56.337,M
JOR,LAP_2GDP_NOC_RT,XA:1992,2020,44.968,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2019,43.957,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2018,43.623,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2017,43.598,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2016,43.083,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2015,42.187,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2014,41.544,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2013,42.029,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2012,42.5,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2011,42.12,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2010,41.477,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2009,43.861,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2008,41.662,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2007,43.506,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2006,42.371,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2005,42.772,I
JOR,LAP_2GDP_NOC_RT,XA:1992,2004,43.21,I
JPN,LAP_2GDP_NOC_RT,XA:1843,2020,56.845,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2019,55.641,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2018,54.648,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2017,53.214,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2016,53.216,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2015,52.609,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2014,54.1,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2013,54.302,
JPN,LAP_2GDP_NOC_RT,XA:1843,2012,54.994,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2011,55.403,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2010,54.548,
JPN,LAP_2GDP_NOC_RT,XA:1843,2009,56.398,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2008,55.674,
JPN,LAP_2GDP_NOC_RT,XA:1843,2007,54.539,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2006,54.81,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2005,54.239,M
JPN,LAP_2GDP_NOC_RT,XA:1843,2004,53.917,M
KAZ,LAP_2GDP_NOC_RT,XA:1996,2020,40.442,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2019,39.841,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2018,40.156,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2017,40.642,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2016,40.733,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2015,43.588,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2014,43.516,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2013,43.591,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2012,46.991,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2011,47.507,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2010,50.183,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2009,49.823,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2008,47.807,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2007,50.844,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2006,46.767,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2005,49.047,I
KAZ,LAP_2GDP_NOC_RT,XA:1996,2004,50.09,I
KEN,LAP_2GDP_NOC_RT,XA:1909,2020,37.257,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2019,37.713,
KEN,LAP_2GDP_NOC_RT,XA:1909,2018,38.241,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2017,38.513,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2016,38.724,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2015,41.105,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2014,43.279,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2013,43.24,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2012,42.929,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2011,43.09,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2010,45.444,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2009,43.798,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2008,43.604,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2007,48.296,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2006,50.171,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2005,49.601,M
KEN,LAP_2GDP_NOC_RT,XA:1909,2004,50.377,M
KGZ,LAP_2GDP_NOC_RT,XA:2000,2020,33.252,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2019,32.924,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2018,35.58,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2017,37.413,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2016,40.831,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2015,39.63,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2014,40.055,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2013,42.571,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2012,41.881,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2011,40.114,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2010,41.005,I
KGZ,LAP_2GDP_NOC_RT,XA:2000,2009,39.805,I
